StartDate,FacilityLongName,numvisits
2013-04-05,Richmond Hospital,147
2013-04-06,Richmond Hospital,128
2013-04-07,Richmond Hospital,142
2013-04-08,Richmond Hospital,134
2013-04-09,Richmond Hospital,119
2013-04-10,Richmond Hospital,126
2013-04-11,Richmond Hospital,111
2013-04-12,Richmond Hospital,136
2013-04-13,Richmond Hospital,129
2013-04-14,Richmond Hospital,151
2013-04-15,Richmond Hospital,138
2013-04-16,Richmond Hospital,126
2013-04-17,Richmond Hospital,114
2013-04-18,Richmond Hospital,141
2013-04-19,Richmond Hospital,132
2013-04-20,Richmond Hospital,125
2013-04-21,Richmond Hospital,153
2013-04-22,Richmond Hospital,128
2013-04-23,Richmond Hospital,132
2013-04-24,Richmond Hospital,154
2013-04-25,Richmond Hospital,145
2013-04-26,Richmond Hospital,138
2013-04-27,Richmond Hospital,155
2013-04-28,Richmond Hospital,156
2013-04-29,Richmond Hospital,159
2013-04-30,Richmond Hospital,142
2013-05-01,Richmond Hospital,152
2013-05-02,Richmond Hospital,123
2013-05-03,Richmond Hospital,119
2013-05-04,Richmond Hospital,137
2013-05-05,Richmond Hospital,146
2013-05-06,Richmond Hospital,168
2013-05-07,Richmond Hospital,136
2013-05-08,Richmond Hospital,151
2013-05-09,Richmond Hospital,147
2013-05-10,Richmond Hospital,145
2013-05-11,Richmond Hospital,128
2013-05-12,Richmond Hospital,138
2013-05-13,Richmond Hospital,131
2013-05-14,Richmond Hospital,122
2013-05-15,Richmond Hospital,143
2013-05-16,Richmond Hospital,136
2013-05-17,Richmond Hospital,121
2013-05-18,Richmond Hospital,149
2013-05-19,Richmond Hospital,150
2013-05-20,Richmond Hospital,136
2013-05-21,Richmond Hospital,155
2013-05-22,Richmond Hospital,130
2013-05-23,Richmond Hospital,148
2013-05-24,Richmond Hospital,130
2013-05-25,Richmond Hospital,123
2013-05-26,Richmond Hospital,150
2013-05-27,Richmond Hospital,141
2013-05-28,Richmond Hospital,137
2013-05-29,Richmond Hospital,126
2013-05-30,Richmond Hospital,133
2013-05-31,Richmond Hospital,129
2013-06-01,Richmond Hospital,129
2013-06-02,Richmond Hospital,146
2013-06-03,Richmond Hospital,169
2013-06-04,Richmond Hospital,131
2013-06-05,Richmond Hospital,135
2013-06-06,Richmond Hospital,150
2013-06-07,Richmond Hospital,152
2013-06-08,Richmond Hospital,148
2013-06-09,Richmond Hospital,149
2013-06-10,Richmond Hospital,165
2013-06-11,Richmond Hospital,133
2013-06-12,Richmond Hospital,150
2013-06-13,Richmond Hospital,124
2013-06-14,Richmond Hospital,144
2013-06-15,Richmond Hospital,138
2013-06-16,Richmond Hospital,142
2013-06-17,Richmond Hospital,158
2013-06-18,Richmond Hospital,138
2013-06-19,Richmond Hospital,145
2013-06-20,Richmond Hospital,156
2013-06-21,Richmond Hospital,150
2013-06-22,Richmond Hospital,146
2013-06-23,Richmond Hospital,164
2013-06-24,Richmond Hospital,143
2013-06-25,Richmond Hospital,130
2013-06-26,Richmond Hospital,126
2013-06-27,Richmond Hospital,143
2013-06-28,Richmond Hospital,150
2013-06-29,Richmond Hospital,151
2013-06-30,Richmond Hospital,172
2013-07-01,Richmond Hospital,165
2013-07-02,Richmond Hospital,160
2013-07-03,Richmond Hospital,152
2013-07-04,Richmond Hospital,136
2013-07-05,Richmond Hospital,132
2013-07-06,Richmond Hospital,148
2013-07-07,Richmond Hospital,160
2013-07-08,Richmond Hospital,140
2013-07-09,Richmond Hospital,138
2013-07-10,Richmond Hospital,121
2013-07-11,Richmond Hospital,138
2013-07-12,Richmond Hospital,137
2013-07-13,Richmond Hospital,141
2013-07-14,Richmond Hospital,156
2013-07-15,Richmond Hospital,150
2013-07-16,Richmond Hospital,142
2013-07-17,Richmond Hospital,128
2013-07-18,Richmond Hospital,135
2013-07-19,Richmond Hospital,149
2013-07-20,Richmond Hospital,131
2013-07-21,Richmond Hospital,151
2013-07-22,Richmond Hospital,147
2013-07-23,Richmond Hospital,128
2013-07-24,Richmond Hospital,142
2013-07-25,Richmond Hospital,143
2013-07-26,Richmond Hospital,163
2013-07-27,Richmond Hospital,145
2013-07-28,Richmond Hospital,161
2013-07-29,Richmond Hospital,151
2013-07-30,Richmond Hospital,162
2013-07-31,Richmond Hospital,128
2013-08-01,Richmond Hospital,149
2013-08-02,Richmond Hospital,150
2013-08-03,Richmond Hospital,148
2013-08-04,Richmond Hospital,138
2013-08-05,Richmond Hospital,161
2013-08-06,Richmond Hospital,160
2013-08-07,Richmond Hospital,166
2013-08-08,Richmond Hospital,152
2013-08-09,Richmond Hospital,176
2013-08-10,Richmond Hospital,158
2013-08-11,Richmond Hospital,148
2013-08-12,Richmond Hospital,159
2013-08-13,Richmond Hospital,122
2013-08-14,Richmond Hospital,122
2013-08-15,Richmond Hospital,135
2013-08-16,Richmond Hospital,147
2013-08-17,Richmond Hospital,129
2013-08-18,Richmond Hospital,164
2013-08-19,Richmond Hospital,179
2013-08-20,Richmond Hospital,137
2013-08-21,Richmond Hospital,154
2013-08-22,Richmond Hospital,123
2013-08-23,Richmond Hospital,137
2013-08-24,Richmond Hospital,138
2013-08-25,Richmond Hospital,157
2013-08-26,Richmond Hospital,154
2013-08-27,Richmond Hospital,144
2013-08-28,Richmond Hospital,145
2013-08-29,Richmond Hospital,128
2013-08-30,Richmond Hospital,121
2013-08-31,Richmond Hospital,141
2013-09-01,Richmond Hospital,153
2013-09-02,Richmond Hospital,161
2013-09-03,Richmond Hospital,135
2013-09-04,Richmond Hospital,143
2013-09-05,Richmond Hospital,151
2013-09-06,Richmond Hospital,131
2013-09-07,Richmond Hospital,148
2013-09-08,Richmond Hospital,147
2013-09-09,Richmond Hospital,171
2013-09-10,Richmond Hospital,118
2013-09-11,Richmond Hospital,134
2013-09-12,Richmond Hospital,128
2013-09-13,Richmond Hospital,142
2013-09-14,Richmond Hospital,131
2013-09-15,Richmond Hospital,142
2013-09-16,Richmond Hospital,161
2013-09-17,Richmond Hospital,140
2013-09-18,Richmond Hospital,150
2013-09-19,Richmond Hospital,142
2013-09-20,Richmond Hospital,160
2013-09-21,Richmond Hospital,171
2013-09-22,Richmond Hospital,126
2013-09-23,Richmond Hospital,134
2013-09-24,Richmond Hospital,149
2013-09-25,Richmond Hospital,138
2013-09-26,Richmond Hospital,135
2013-09-27,Richmond Hospital,146
2013-09-28,Richmond Hospital,132
2013-09-29,Richmond Hospital,135
2013-09-30,Richmond Hospital,143
2013-10-01,Richmond Hospital,129
2013-10-02,Richmond Hospital,156
2013-10-03,Richmond Hospital,144
2013-10-04,Richmond Hospital,150
2013-10-05,Richmond Hospital,152
2013-10-06,Richmond Hospital,166
2013-10-07,Richmond Hospital,134
2013-10-08,Richmond Hospital,115
2013-10-09,Richmond Hospital,136
2013-10-10,Richmond Hospital,130
2013-10-11,Richmond Hospital,142
2013-10-12,Richmond Hospital,153
2013-10-13,Richmond Hospital,134
2013-10-14,Richmond Hospital,124
2013-10-15,Richmond Hospital,138
2013-10-16,Richmond Hospital,115
2013-10-17,Richmond Hospital,106
2013-10-18,Richmond Hospital,136
2013-10-19,Richmond Hospital,128
2013-10-20,Richmond Hospital,128
2013-10-21,Richmond Hospital,157
2013-10-22,Richmond Hospital,135
2013-10-23,Richmond Hospital,141
2013-10-24,Richmond Hospital,123
2013-10-25,Richmond Hospital,120
2013-10-26,Richmond Hospital,116
2013-10-27,Richmond Hospital,150
2013-10-28,Richmond Hospital,131
2013-10-29,Richmond Hospital,135
2013-10-30,Richmond Hospital,138
2013-10-31,Richmond Hospital,128
2013-11-01,Richmond Hospital,132
2013-11-02,Richmond Hospital,129
2013-11-03,Richmond Hospital,141
2013-11-04,Richmond Hospital,153
2013-11-05,Richmond Hospital,127
2013-11-06,Richmond Hospital,134
2013-11-07,Richmond Hospital,120
2013-11-08,Richmond Hospital,136
2013-11-09,Richmond Hospital,149
2013-11-10,Richmond Hospital,154
2013-11-11,Richmond Hospital,140
2013-11-12,Richmond Hospital,148
2013-11-13,Richmond Hospital,142
2013-11-14,Richmond Hospital,115
2013-11-15,Richmond Hospital,128
2013-11-16,Richmond Hospital,123
2013-11-17,Richmond Hospital,131
2013-11-18,Richmond Hospital,146
2013-11-19,Richmond Hospital,133
2013-11-20,Richmond Hospital,140
2013-11-21,Richmond Hospital,130
2013-11-22,Richmond Hospital,135
2013-11-23,Richmond Hospital,144
2013-11-24,Richmond Hospital,139
2013-11-25,Richmond Hospital,162
2013-11-26,Richmond Hospital,141
2013-11-27,Richmond Hospital,134
2013-11-28,Richmond Hospital,142
2013-11-29,Richmond Hospital,138
2013-11-30,Richmond Hospital,128
2013-12-01,Richmond Hospital,156
2013-12-02,Richmond Hospital,131
2013-12-03,Richmond Hospital,139
2013-12-04,Richmond Hospital,113
2013-12-05,Richmond Hospital,134
2013-12-06,Richmond Hospital,131
2013-12-07,Richmond Hospital,117
2013-12-08,Richmond Hospital,138
2013-12-09,Richmond Hospital,123
2013-12-10,Richmond Hospital,130
2013-12-11,Richmond Hospital,119
2013-12-12,Richmond Hospital,121
2013-12-13,Richmond Hospital,135
2013-12-14,Richmond Hospital,138
2013-12-15,Richmond Hospital,147
2013-12-16,Richmond Hospital,148
2013-12-17,Richmond Hospital,142
2013-12-18,Richmond Hospital,140
2013-12-19,Richmond Hospital,126
2013-12-20,Richmond Hospital,140
2013-12-21,Richmond Hospital,132
2013-12-22,Richmond Hospital,145
2013-12-23,Richmond Hospital,155
2013-12-24,Richmond Hospital,127
2013-12-25,Richmond Hospital,157
2013-12-26,Richmond Hospital,144
2013-12-27,Richmond Hospital,155
2013-12-28,Richmond Hospital,182
2013-12-29,Richmond Hospital,169
2013-12-30,Richmond Hospital,182
2013-12-31,Richmond Hospital,144
2014-01-01,Richmond Hospital,178
2014-01-02,Richmond Hospital,162
2014-01-03,Richmond Hospital,172
2014-01-04,Richmond Hospital,157
2014-01-05,Richmond Hospital,170
2014-01-06,Richmond Hospital,152
2014-01-07,Richmond Hospital,154
2014-01-08,Richmond Hospital,153
2014-01-09,Richmond Hospital,145
2014-01-10,Richmond Hospital,141
2014-01-11,Richmond Hospital,162
2014-01-12,Richmond Hospital,158
2014-01-13,Richmond Hospital,150
2014-01-14,Richmond Hospital,151
2014-01-15,Richmond Hospital,150
2014-01-16,Richmond Hospital,136
2014-01-17,Richmond Hospital,139
2014-01-18,Richmond Hospital,132
2014-01-19,Richmond Hospital,135
2014-01-20,Richmond Hospital,144
2014-01-21,Richmond Hospital,133
2014-01-22,Richmond Hospital,137
2014-01-23,Richmond Hospital,121
2014-01-24,Richmond Hospital,127
2014-01-25,Richmond Hospital,132
2014-01-26,Richmond Hospital,150
2014-01-27,Richmond Hospital,149
2014-01-28,Richmond Hospital,138
2014-01-29,Richmond Hospital,134
2014-01-30,Richmond Hospital,126
2014-01-31,Richmond Hospital,131
2014-02-01,Richmond Hospital,148
2014-02-02,Richmond Hospital,158
2014-02-03,Richmond Hospital,142
2014-02-04,Richmond Hospital,140
2014-02-05,Richmond Hospital,150
2014-02-06,Richmond Hospital,136
2014-02-07,Richmond Hospital,157
2014-02-08,Richmond Hospital,158
2014-02-09,Richmond Hospital,170
2014-02-10,Richmond Hospital,162
2014-02-11,Richmond Hospital,158
2014-02-12,Richmond Hospital,181
2014-02-13,Richmond Hospital,127
2014-02-14,Richmond Hospital,152
2014-02-15,Richmond Hospital,147
2014-02-16,Richmond Hospital,125
2014-02-17,Richmond Hospital,154
2014-02-18,Richmond Hospital,137
2014-02-19,Richmond Hospital,149
2014-02-20,Richmond Hospital,137
2014-02-21,Richmond Hospital,132
2014-02-22,Richmond Hospital,120
2014-02-23,Richmond Hospital,129
2014-02-24,Richmond Hospital,144
2014-02-25,Richmond Hospital,125
2014-02-26,Richmond Hospital,132
2014-02-27,Richmond Hospital,145
2014-02-28,Richmond Hospital,129
2014-03-01,Richmond Hospital,149
2014-03-02,Richmond Hospital,122
2014-03-03,Richmond Hospital,144
2014-03-04,Richmond Hospital,134
2014-03-05,Richmond Hospital,132
2014-03-06,Richmond Hospital,132
2014-03-07,Richmond Hospital,130
2014-03-08,Richmond Hospital,133
2014-03-09,Richmond Hospital,172
2014-03-10,Richmond Hospital,161
2014-03-11,Richmond Hospital,130
2014-03-12,Richmond Hospital,130
2014-03-13,Richmond Hospital,132
2014-03-14,Richmond Hospital,124
2014-03-15,Richmond Hospital,139
2014-03-16,Richmond Hospital,174
2014-03-17,Richmond Hospital,156
2014-03-18,Richmond Hospital,134
2014-03-19,Richmond Hospital,142
2014-03-20,Richmond Hospital,154
2014-03-21,Richmond Hospital,134
2014-03-22,Richmond Hospital,136
2014-03-23,Richmond Hospital,138
2014-03-24,Richmond Hospital,143
2014-03-25,Richmond Hospital,132
2014-03-26,Richmond Hospital,142
2014-03-27,Richmond Hospital,139
2014-03-28,Richmond Hospital,125
2014-03-29,Richmond Hospital,122
2014-03-30,Richmond Hospital,161
2014-03-31,Richmond Hospital,138
2014-04-01,Richmond Hospital,140
2014-04-02,Richmond Hospital,153
2014-04-03,Richmond Hospital,140
2014-04-04,Richmond Hospital,114
2014-04-05,Richmond Hospital,139
2014-04-06,Richmond Hospital,138
2014-04-07,Richmond Hospital,157
2014-04-08,Richmond Hospital,146
2014-04-09,Richmond Hospital,127
2014-04-10,Richmond Hospital,133
2014-04-11,Richmond Hospital,136
2014-04-12,Richmond Hospital,146
2014-04-13,Richmond Hospital,143
2014-04-14,Richmond Hospital,150
2014-04-15,Richmond Hospital,134
2014-04-16,Richmond Hospital,130
2014-04-17,Richmond Hospital,125
2014-04-18,Richmond Hospital,138
2014-04-19,Richmond Hospital,126
2014-04-20,Richmond Hospital,154
2014-04-21,Richmond Hospital,170
2014-04-22,Richmond Hospital,153
2014-04-23,Richmond Hospital,140
2014-04-24,Richmond Hospital,152
2014-04-25,Richmond Hospital,134
2014-04-26,Richmond Hospital,133
2014-04-27,Richmond Hospital,139
2014-04-28,Richmond Hospital,117
2014-04-29,Richmond Hospital,125
2014-04-30,Richmond Hospital,130
2014-05-01,Richmond Hospital,128
2014-05-02,Richmond Hospital,154
2014-05-03,Richmond Hospital,142
2014-05-04,Richmond Hospital,133
2014-05-05,Richmond Hospital,145
2014-05-06,Richmond Hospital,123
2014-05-07,Richmond Hospital,144
2014-05-08,Richmond Hospital,148
2014-05-09,Richmond Hospital,132
2014-05-10,Richmond Hospital,119
2014-05-11,Richmond Hospital,126
2014-05-12,Richmond Hospital,142
2014-05-13,Richmond Hospital,113
2014-05-14,Richmond Hospital,153
2014-05-15,Richmond Hospital,139
2014-05-16,Richmond Hospital,144
2014-05-17,Richmond Hospital,133
2014-05-18,Richmond Hospital,159
2014-05-19,Richmond Hospital,169
2014-05-20,Richmond Hospital,134
2014-05-21,Richmond Hospital,161
2014-05-22,Richmond Hospital,149
2014-05-23,Richmond Hospital,152
2014-05-24,Richmond Hospital,143
2014-05-25,Richmond Hospital,154
2014-05-26,Richmond Hospital,164
2014-05-27,Richmond Hospital,173
2014-05-28,Richmond Hospital,122
2014-05-29,Richmond Hospital,139
2014-05-30,Richmond Hospital,156
2014-05-31,Richmond Hospital,140
2014-06-01,Richmond Hospital,159
2014-06-02,Richmond Hospital,179
2014-06-03,Richmond Hospital,150
2014-06-04,Richmond Hospital,147
2014-06-05,Richmond Hospital,139
2014-06-06,Richmond Hospital,125
2014-06-07,Richmond Hospital,144
2014-06-08,Richmond Hospital,169
2014-06-09,Richmond Hospital,165
2014-06-10,Richmond Hospital,136
2014-06-11,Richmond Hospital,126
2014-06-12,Richmond Hospital,143
2014-06-13,Richmond Hospital,134
2014-06-14,Richmond Hospital,127
2014-06-15,Richmond Hospital,126
2014-06-16,Richmond Hospital,141
2014-06-17,Richmond Hospital,130
2014-06-18,Richmond Hospital,119
2014-06-19,Richmond Hospital,134
2014-06-20,Richmond Hospital,131
2014-06-21,Richmond Hospital,117
2014-06-22,Richmond Hospital,150
2014-06-23,Richmond Hospital,152
2014-06-24,Richmond Hospital,143
2014-06-25,Richmond Hospital,143
2014-06-26,Richmond Hospital,137
2014-06-27,Richmond Hospital,129
2014-06-28,Richmond Hospital,152
2014-06-29,Richmond Hospital,164
2014-06-30,Richmond Hospital,165
2014-07-01,Richmond Hospital,175
2014-07-02,Richmond Hospital,143
2014-07-03,Richmond Hospital,136
2014-07-04,Richmond Hospital,148
2014-07-05,Richmond Hospital,149
2014-07-06,Richmond Hospital,165
2014-07-07,Richmond Hospital,166
2014-07-08,Richmond Hospital,167
2014-07-09,Richmond Hospital,130
2014-07-10,Richmond Hospital,122
2014-07-11,Richmond Hospital,139
2014-07-12,Richmond Hospital,144
2014-07-13,Richmond Hospital,148
2014-07-14,Richmond Hospital,168
2014-07-15,Richmond Hospital,145
2014-07-16,Richmond Hospital,129
2014-07-17,Richmond Hospital,157
2014-07-18,Richmond Hospital,146
2014-07-19,Richmond Hospital,139
2014-07-20,Richmond Hospital,140
2014-07-21,Richmond Hospital,133
2014-07-22,Richmond Hospital,163
2014-07-23,Richmond Hospital,126
2014-07-24,Richmond Hospital,131
2014-07-25,Richmond Hospital,131
2014-07-26,Richmond Hospital,140
2014-07-27,Richmond Hospital,169
2014-07-28,Richmond Hospital,147
2014-07-29,Richmond Hospital,138
2014-07-30,Richmond Hospital,158
2014-07-31,Richmond Hospital,148
2014-08-01,Richmond Hospital,156
2014-08-02,Richmond Hospital,162
2014-08-03,Richmond Hospital,160
2014-08-04,Richmond Hospital,156
2014-08-05,Richmond Hospital,174
2014-08-06,Richmond Hospital,146
2014-08-07,Richmond Hospital,148
2014-08-08,Richmond Hospital,140
2014-08-09,Richmond Hospital,173
2014-08-10,Richmond Hospital,121
2014-08-11,Richmond Hospital,155
2014-08-12,Richmond Hospital,150
2014-08-13,Richmond Hospital,159
2014-08-14,Richmond Hospital,150
2014-08-15,Richmond Hospital,139
2014-08-16,Richmond Hospital,132
2014-08-17,Richmond Hospital,143
2014-08-18,Richmond Hospital,159
2014-08-19,Richmond Hospital,152
2014-08-20,Richmond Hospital,122
2014-08-21,Richmond Hospital,139
2014-08-22,Richmond Hospital,115
2014-08-23,Richmond Hospital,143
2014-08-24,Richmond Hospital,145
2014-08-25,Richmond Hospital,165
2014-08-26,Richmond Hospital,131
2014-08-27,Richmond Hospital,138
2014-08-28,Richmond Hospital,142
2014-08-29,Richmond Hospital,146
2014-08-30,Richmond Hospital,131
2014-08-31,Richmond Hospital,137
2014-09-01,Richmond Hospital,168
2014-09-02,Richmond Hospital,134
2014-09-03,Richmond Hospital,136
2014-09-04,Richmond Hospital,134
2014-09-05,Richmond Hospital,126
2014-09-06,Richmond Hospital,140
2014-09-07,Richmond Hospital,160
2014-09-08,Richmond Hospital,143
2014-09-09,Richmond Hospital,113
2014-09-10,Richmond Hospital,138
2014-09-11,Richmond Hospital,159
2014-09-12,Richmond Hospital,137
2014-09-13,Richmond Hospital,150
2014-09-14,Richmond Hospital,148
2014-09-15,Richmond Hospital,133
2014-09-16,Richmond Hospital,137
2014-09-17,Richmond Hospital,159
2014-09-18,Richmond Hospital,152
2014-09-19,Richmond Hospital,143
2014-09-20,Richmond Hospital,150
2014-09-21,Richmond Hospital,178
2014-09-22,Richmond Hospital,136
2014-09-23,Richmond Hospital,145
2014-09-24,Richmond Hospital,143
2014-09-25,Richmond Hospital,132
2014-09-26,Richmond Hospital,148
2014-09-27,Richmond Hospital,135
2014-09-28,Richmond Hospital,151
2014-09-29,Richmond Hospital,130
2014-09-30,Richmond Hospital,137
2014-10-01,Richmond Hospital,141
2014-10-02,Richmond Hospital,137
2014-10-03,Richmond Hospital,136
2014-10-04,Richmond Hospital,149
2014-10-05,Richmond Hospital,134
2014-10-06,Richmond Hospital,146
2014-10-07,Richmond Hospital,128
2014-10-08,Richmond Hospital,136
2014-10-09,Richmond Hospital,121
2014-10-10,Richmond Hospital,137
2014-10-11,Richmond Hospital,124
2014-10-12,Richmond Hospital,168
2014-10-13,Richmond Hospital,145
2014-10-14,Richmond Hospital,143
2014-10-15,Richmond Hospital,126
2014-10-16,Richmond Hospital,117
2014-10-17,Richmond Hospital,137
2014-10-18,Richmond Hospital,161
2014-10-19,Richmond Hospital,154
2014-10-20,Richmond Hospital,154
2014-10-21,Richmond Hospital,135
2014-10-22,Richmond Hospital,130
2014-10-23,Richmond Hospital,130
2014-10-24,Richmond Hospital,133
2014-10-25,Richmond Hospital,122
2014-10-26,Richmond Hospital,122
2014-10-27,Richmond Hospital,126
2014-10-28,Richmond Hospital,136
2014-10-29,Richmond Hospital,129
2014-10-30,Richmond Hospital,134
2014-10-31,Richmond Hospital,123
2014-11-01,Richmond Hospital,130
2014-11-02,Richmond Hospital,151
2014-11-03,Richmond Hospital,130
2014-11-04,Richmond Hospital,129
2014-11-05,Richmond Hospital,108
2014-11-06,Richmond Hospital,125
2014-11-07,Richmond Hospital,130
2014-11-08,Richmond Hospital,134
2014-11-09,Richmond Hospital,147
2014-11-10,Richmond Hospital,141
2014-11-11,Richmond Hospital,117
2014-11-12,Richmond Hospital,132
2014-11-13,Richmond Hospital,131
2014-11-14,Richmond Hospital,122
2014-11-15,Richmond Hospital,129
2014-11-16,Richmond Hospital,127
2014-11-17,Richmond Hospital,152
2014-11-18,Richmond Hospital,123
2014-11-19,Richmond Hospital,140
2014-11-20,Richmond Hospital,132
2014-11-21,Richmond Hospital,122
2014-11-22,Richmond Hospital,117
2014-11-23,Richmond Hospital,138
2014-11-24,Richmond Hospital,136
2014-11-25,Richmond Hospital,144
2014-11-26,Richmond Hospital,140
2014-11-27,Richmond Hospital,161
2014-11-28,Richmond Hospital,139
2014-11-29,Richmond Hospital,141
2014-11-30,Richmond Hospital,137
2014-12-01,Richmond Hospital,160
2014-12-02,Richmond Hospital,118
2014-12-03,Richmond Hospital,117
2014-12-04,Richmond Hospital,121
2014-12-05,Richmond Hospital,124
2014-12-06,Richmond Hospital,133
2014-12-07,Richmond Hospital,131
2014-12-08,Richmond Hospital,171
2014-12-09,Richmond Hospital,148
2014-12-10,Richmond Hospital,145
2014-12-11,Richmond Hospital,145
2014-12-12,Richmond Hospital,159
2014-12-13,Richmond Hospital,129
2014-12-14,Richmond Hospital,153
2014-12-15,Richmond Hospital,165
2014-12-16,Richmond Hospital,138
2014-12-17,Richmond Hospital,132
2014-12-18,Richmond Hospital,151
2014-12-19,Richmond Hospital,144
2014-12-20,Richmond Hospital,147
2014-12-21,Richmond Hospital,160
2014-12-22,Richmond Hospital,172
2014-12-23,Richmond Hospital,173
2014-12-24,Richmond Hospital,160
2014-12-25,Richmond Hospital,161
2014-12-26,Richmond Hospital,163
2014-12-27,Richmond Hospital,157
2014-12-28,Richmond Hospital,181
2014-12-29,Richmond Hospital,167
2014-12-30,Richmond Hospital,140
2014-12-31,Richmond Hospital,147
2015-01-01,Richmond Hospital,172
2015-01-02,Richmond Hospital,172
2015-01-03,Richmond Hospital,190
2015-01-04,Richmond Hospital,174
2015-01-05,Richmond Hospital,161
2015-01-06,Richmond Hospital,156
2015-01-07,Richmond Hospital,142
2015-01-08,Richmond Hospital,133
2015-01-09,Richmond Hospital,144
2015-01-10,Richmond Hospital,148
2015-01-11,Richmond Hospital,142
2015-01-12,Richmond Hospital,149
2015-01-13,Richmond Hospital,148
2015-01-14,Richmond Hospital,120
2015-01-15,Richmond Hospital,146
2015-01-16,Richmond Hospital,163
2015-01-17,Richmond Hospital,130
2015-01-18,Richmond Hospital,146
2015-01-19,Richmond Hospital,151
2015-01-20,Richmond Hospital,138
2015-01-21,Richmond Hospital,131
2015-01-22,Richmond Hospital,140
2015-01-23,Richmond Hospital,145
2015-01-24,Richmond Hospital,140
2015-01-25,Richmond Hospital,150
2015-01-26,Richmond Hospital,158
2015-01-27,Richmond Hospital,142
2015-01-28,Richmond Hospital,139
2015-01-29,Richmond Hospital,130
2015-01-30,Richmond Hospital,117
2015-01-31,Richmond Hospital,142
2015-02-01,Richmond Hospital,154
2015-02-02,Richmond Hospital,149
2015-02-03,Richmond Hospital,146
2015-02-04,Richmond Hospital,151
2015-02-05,Richmond Hospital,135
2015-02-06,Richmond Hospital,151
2015-02-07,Richmond Hospital,139
2015-02-08,Richmond Hospital,150
2015-02-09,Richmond Hospital,137
2015-02-10,Richmond Hospital,171
2015-02-11,Richmond Hospital,151
2015-02-12,Richmond Hospital,134
2015-02-13,Richmond Hospital,137
2015-02-14,Richmond Hospital,141
2015-02-15,Richmond Hospital,149
2015-02-16,Richmond Hospital,145
2015-02-17,Richmond Hospital,132
2015-02-18,Richmond Hospital,140
2015-02-19,Richmond Hospital,148
2015-02-20,Richmond Hospital,137
2015-02-21,Richmond Hospital,147
2015-02-22,Richmond Hospital,149
2015-02-23,Richmond Hospital,151
2015-02-24,Richmond Hospital,120
2015-02-25,Richmond Hospital,136
2015-02-26,Richmond Hospital,142
2015-02-27,Richmond Hospital,140
2015-02-28,Richmond Hospital,150
2015-03-01,Richmond Hospital,167
2015-03-02,Richmond Hospital,163
2015-03-03,Richmond Hospital,121
2015-03-04,Richmond Hospital,157
2015-03-05,Richmond Hospital,148
2015-03-06,Richmond Hospital,133
2015-03-07,Richmond Hospital,149
2015-03-08,Richmond Hospital,153
2015-03-09,Richmond Hospital,164
2015-03-10,Richmond Hospital,142
2015-03-11,Richmond Hospital,155
2015-03-12,Richmond Hospital,164
2015-03-13,Richmond Hospital,124
2015-03-14,Richmond Hospital,137
2015-03-15,Richmond Hospital,141
2015-03-16,Richmond Hospital,139
2015-03-17,Richmond Hospital,135
2015-03-18,Richmond Hospital,135
2015-03-19,Richmond Hospital,134
2015-03-20,Richmond Hospital,139
2015-03-21,Richmond Hospital,146
2015-03-22,Richmond Hospital,150
2015-03-23,Richmond Hospital,154
2015-03-24,Richmond Hospital,154
2015-03-25,Richmond Hospital,135
2015-03-26,Richmond Hospital,140
2015-03-27,Richmond Hospital,145
2015-03-28,Richmond Hospital,133
2015-03-29,Richmond Hospital,169
2015-03-30,Richmond Hospital,156
2015-03-31,Richmond Hospital,150
2015-04-01,Richmond Hospital,149
2015-04-02,Richmond Hospital,153
2015-04-03,Richmond Hospital,158
2015-04-04,Richmond Hospital,153
2015-04-05,Richmond Hospital,163
2015-04-06,Richmond Hospital,172
2015-04-07,Richmond Hospital,166
2015-04-08,Richmond Hospital,159
2015-04-09,Richmond Hospital,122
2015-04-10,Richmond Hospital,143
2015-04-11,Richmond Hospital,154
2015-04-12,Richmond Hospital,148
2015-04-13,Richmond Hospital,141
2015-04-14,Richmond Hospital,149
2015-04-15,Richmond Hospital,132
2015-04-16,Richmond Hospital,138
2015-04-17,Richmond Hospital,128
2015-04-18,Richmond Hospital,128
2015-04-19,Richmond Hospital,153
2015-04-20,Richmond Hospital,153
2015-04-21,Richmond Hospital,143
2015-04-22,Richmond Hospital,154
2015-04-23,Richmond Hospital,149
2015-04-24,Richmond Hospital,141
2015-04-25,Richmond Hospital,129
2015-04-26,Richmond Hospital,126
2015-04-27,Richmond Hospital,156
2015-04-28,Richmond Hospital,133
2015-04-29,Richmond Hospital,126
2015-04-30,Richmond Hospital,161
2015-05-01,Richmond Hospital,136
2015-05-02,Richmond Hospital,138
2015-05-03,Richmond Hospital,160
2015-05-04,Richmond Hospital,155
2015-05-05,Richmond Hospital,150
2015-05-06,Richmond Hospital,152
2015-05-07,Richmond Hospital,156
2015-05-08,Richmond Hospital,154
2015-05-09,Richmond Hospital,144
2015-05-10,Richmond Hospital,151
2015-05-11,Richmond Hospital,155
2015-05-12,Richmond Hospital,132
2015-05-13,Richmond Hospital,166
2015-05-14,Richmond Hospital,156
2015-05-15,Richmond Hospital,128
2015-05-16,Richmond Hospital,151
2015-05-17,Richmond Hospital,168
2015-05-18,Richmond Hospital,170
2015-05-19,Richmond Hospital,150
2015-05-20,Richmond Hospital,147
